ticker,tranche_date,tranche_price,shares,position_pct,scale_level,rsi,macd_score,exit_date,exit_price,avg_cost,return_pct,exit_reason
AAPL,2024-10-03,225.67,44,10,0,48.25810383846856,61.00852654241196,2024-10-31,225.91,225.67,0.0010634998005938276,MACD Bearish
AAPL,2025-02-03,228.01,43,10,0,38.9106462857431,64.73899217847656,2025-02-14,244.6,228.01000000000002,0.07275996666812848,RSI Overbought
AAPL,2025-02-26,240.36,41,10,0,47.00457711485918,70.5559277363879,2025-03-05,235.74,240.36,-0.019221168247628574,MACD Bearish
AAPL,2025-03-28,217.9,45,10,0,42.14384008731723,66.9818401434043,2025-04-04,188.38,194.89176470588234,-0.033412210699151214,MACD Bearish
AAPL,2025-04-04,188.38,159,30,2,17.977264489831768,22.60237167294214,2025-04-04,188.38,194.89176470588234,-0.033412210699151214,MACD Bearish
AAPL,2025-04-15,202.14,49,10,0,49.891440463576366,61.025321668170136,2025-05-23,195.27,202.14,-0.0339863460967645,MACD Bearish
AAPL,2025-06-09,201.45,49,10,0,46.450163857476156,61.183957566452285,2025-07-01,207.82,201.45,0.031620749565649066,RSI Overbought
