Idx,Idx,Open,High,Low,Close,Volume,Date
0,0,228.5500030517578,229.0,221.1699981689453,222.77000427246094,50190600,2024-09-02 20:00:00
1,1,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840200,2024-09-03 20:00:00
2,2,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400,2024-09-04 20:00:00
3,3,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000,2024-09-05 20:00:00
4,4,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000,2024-09-08 20:00:00
5,5,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000,2024-09-09 20:00:00
6,6,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100,2024-09-10 20:00:00
7,7,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37455600,2024-09-11 20:00:00
8,8,223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600,2024-09-12 20:00:00
9,9,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400,2024-09-15 20:00:00
10,10,215.75,216.89999389648438,214.5,216.7899932861328,45519300,2024-09-16 20:00:00
11,11,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,2024-09-17 20:00:00
12,12,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300,2024-09-18 20:00:00
13,13,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900,2024-09-19 20:00:00
14,14,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000,2024-09-22 20:00:00
15,15,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100,2024-09-23 20:00:00
16,16,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700,2024-09-24 20:00:00
17,17,227.3000030517578,228.5,225.41000366210938,227.52000427246094,36636700,2024-09-25 20:00:00
18,18,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,34026000,2024-09-26 20:00:00
19,19,230.0399932861328,233.0,229.64999389648438,233.0,54541900,2024-09-29 20:00:00
20,20,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,63285000,2024-09-30 20:00:00
21,21,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,32880600,2024-10-01 20:00:00
22,22,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,34044200,2024-10-02 20:00:00
23,23,227.89999389648438,228.0,224.1300048828125,226.8000030517578,37245100,2024-10-03 20:00:00
24,24,224.5,225.69000244140625,221.3300018310547,221.69000244140625,39505400,2024-10-06 20:00:00
25,25,224.3000030517578,225.97999572753906,223.25,225.77000427246094,31855700,2024-10-07 20:00:00
26,26,225.22999572753906,229.75,224.8300018310547,229.5399932861328,33591100,2024-10-08 20:00:00
27,27,227.77999877929688,229.5,227.1699981689453,229.0399932861328,28183500,2024-10-09 20:00:00
